,Date,Price
3521,2013-08-06,102.2
3522,2013-08-05,102.05
3523,2013-08-03,101.95
3524,2013-08-02,102.0
3525,2013-08-01,101.8
3526,2013-07-31,101.7
3527,2013-07-30,101.75
3528,2013-07-29,101.85
3529,2013-07-27,101.35
3530,2013-07-26,101.35
3531,2013-07-25,101.2
3532,2013-07-24,100.75
3533,2013-07-23,100.675
3534,2013-07-22,100.65
3535,2013-07-20,100.7
3536,2013-07-19,100.7
3537,2013-07-18,100.9
3538,2013-07-17,100.5
3539,2013-07-16,100.35
3540,2013-07-15,100.32
3541,2013-07-13,100.16
3542,2013-07-12,100.16
3543,2013-07-11,100.1
3544,2013-07-10,100.1
3545,2013-07-09,100.0
3546,2013-07-08,100.06
3547,2013-07-06,100.05
3548,2013-07-05,99.95
3549,2013-07-04,100.025
3550,2013-07-03,100.1
3551,2013-07-02,99.75
3552,2013-07-01,99.575
3553,2013-06-29,99.55
3554,2013-06-28,99.55
3555,2013-06-27,98.95
3556,2013-06-26,98.9
3557,2013-06-25,99.05
3558,2013-06-24,99.0
3559,2013-06-22,98.9
3560,2013-06-21,98.95
3561,2013-06-20,98.9
3562,2013-06-19,98.6
3563,2013-06-18,98.55
3564,2013-06-17,98.65
3565,2013-06-15,98.55
3566,2013-06-14,98.55
3567,2013-06-13,98.55
3568,2013-06-12,98.55
3569,2013-06-11,98.65
3570,2013-06-10,98.55
3571,2013-06-08,98.53
3572,2013-06-07,98.51
3573,2013-06-06,98.52
3574,2013-06-05,98.55
3575,2013-06-04,98.55
3576,2013-06-03,98.55
3577,2013-06-01,98.52
3578,2013-05-31,98.52
3579,2013-05-30,98.5
3580,2013-05-29,98.5
3581,2013-05-28,98.58
3582,2013-05-27,98.5
3583,2013-05-25,98.4
3584,2013-05-24,98.4
3585,2013-05-23,98.45
3586,2013-05-22,98.55
3587,2013-05-21,98.48
3588,2013-05-20,98.4
3589,2013-05-18,98.5
3590,2013-05-17,98.525
3591,2013-05-16,98.5
3592,2013-05-15,98.52
3593,2013-05-14,98.52
3594,2013-05-13,98.5
3595,2013-05-11,98.43
3596,2013-05-10,98.43
3597,2013-05-09,98.45
3598,2013-05-08,98.45
3599,2013-05-07,98.38
3600,2013-05-06,98.4
3601,2013-05-04,98.32
3602,2013-05-03,98.32
3603,2013-05-02,98.425
3604,2013-05-01,98.45
3605,2013-04-30,98.5
3606,2013-04-29,98.5
3607,2013-04-27,98.48
3608,2013-04-26,98.48
3609,2013-04-25,98.45
3610,2013-04-24,98.45
3611,2013-04-23,98.4
3612,2013-04-22,98.4
3613,2013-04-20,98.4
3614,2013-04-19,98.4
3615,2013-04-18,98.38
3616,2013-04-17,98.38
3617,2013-04-16,98.45
3618,2013-04-15,98.375
3619,2013-04-13,98.3
3620,2013-04-12,98.3
3621,2013-04-11,98.325
3622,2013-04-10,98.35
3623,2013-04-09,98.42
3624,2013-04-08,98.45
3625,2013-04-06,98.42
3626,2013-04-05,98.42
3627,2013-04-04,98.38
3628,2013-04-03,98.38
3629,2013-04-02,98.35
3630,2013-04-01,98.45
3631,2013-03-30,98.45
3632,2013-03-29,98.45
3633,2013-03-28,98.45
3634,2013-03-27,98.5
3635,2013-03-26,98.4
3636,2013-03-25,98.3
3637,2013-03-23,98.27
3638,2013-03-22,98.27
3639,2013-03-21,98.2
3640,2013-03-20,98.2
3641,2013-03-19,98.2
3642,2013-03-18,98.1
3643,2013-03-16,98.16
3644,2013-03-15,98.05
3645,2013-03-14,97.95
3646,2013-03-13,97.9
3647,2013-03-12,97.85
3648,2013-03-11,97.95
3649,2013-03-09,97.75
3650,2013-03-08,97.75
3651,2013-03-07,98.15
3652,2013-03-06,98.275
3653,2013-03-05,98.25
3654,2013-03-04,98.2
3655,2013-03-02,98.25
3656,2013-03-01,98.25
3657,2013-02-28,98.22
3658,2013-02-27,98.2
3659,2013-02-26,98.18
3660,2013-02-25,98.2
3661,2013-02-23,98.15
3662,2013-02-22,98.15
3663,2013-02-21,98.15
3664,2013-02-20,98.1
3665,2013-02-19,98.27
3666,2013-02-18,98.15
3667,2013-02-16,98.12
3668,2013-02-15,98.12
3669,2013-02-14,98.12
3670,2013-02-13,98.15
3671,2013-02-12,98.15
3672,2013-02-11,98.05
3673,2013-02-09,97.92
3674,2013-02-08,97.92
3675,2013-02-07,97.92
3676,2013-02-06,97.9
3677,2013-02-05,97.8
3678,2013-02-04,97.82
3679,2013-02-02,97.8
3680,2013-02-01,97.8
3681,2013-01-31,97.7
3682,2013-01-30,97.65
3683,2013-01-29,97.72
3684,2013-01-28,97.7
3685,2013-01-26,97.75
3686,2013-01-25,97.75
3687,2013-01-24,97.75
3688,2013-01-23,97.75
3689,2013-01-22,97.75
3690,2013-01-21,97.75
3691,2013-01-19,97.73
3692,2013-01-18,97.73
3693,2013-01-17,97.67
3694,2013-01-16,97.7
3695,2013-01-15,97.48
3696,2013-01-14,97.32
3697,2013-01-12,97.35
3698,2013-01-11,97.325
3699,2013-01-10,97.35
3700,2013-01-09,97.38
3701,2013-01-08,97.45
3702,2013-01-07,97.5
3703,2013-01-05,97.5
3704,2013-01-04,97.5
3705,2013-01-03,97.4
3706,2013-01-02,97.42
3707,2013-01-01,97.27
3708,2012-12-31,97.27
3709,2012-12-29,97.35
3710,2012-12-28,97.25
3711,2012-12-27,97.5
3712,2012-12-26,97.45
3713,2012-12-25,97.55
3714,2012-12-24,97.55
3715,2012-12-22,97.58
3716,2012-12-21,97.58
3717,2012-12-20,97.5
3718,2012-12-19,97.8
3719,2012-12-18,97.95
3720,2012-12-17,98.15
3721,2012-12-15,97.7
3722,2012-12-14,97.7
3723,2012-12-13,97.55
3724,2012-12-12,97.25
3725,2012-12-11,97.15
3726,2012-12-10,97.0
3727,2012-12-08,96.8
3728,2012-12-07,96.8
3729,2012-12-06,96.62
3730,2012-12-05,96.65
3731,2012-12-04,96.58
3732,2012-12-03,96.63
3733,2012-12-01,96.58
3734,2012-11-30,96.58
3735,2012-11-29,96.62
3736,2012-11-28,96.55
3737,2012-11-27,96.15
3738,2012-11-26,96.22
3739,2012-11-24,96.1
3740,2012-11-23,96.05
3741,2012-11-22,95.98
3742,2012-11-21,95.98
3743,2012-11-20,96.0
3744,2012-11-19,96.2
3745,2012-11-17,96.0
3746,2012-11-16,96.0
3747,2012-11-15,95.85
3748,2012-11-14,95.95
3749,2012-11-13,95.95
3750,2012-11-12,95.9
3751,2012-11-10,96.0
3752,2012-11-09,96.0
3753,2012-11-08,96.0
3754,2012-11-07,95.95
3755,2012-11-06,96.32
3756,2012-11-05,96.2
3757,2012-11-03,95.8
3758,2012-11-02,95.8
3759,2012-11-01,95.5
3760,2012-10-31,95.92
3761,2012-10-30,95.85
3762,2012-10-29,95.85
3763,2012-10-27,95.85
3764,2012-10-26,95.85
3765,2012-10-25,95.85
3766,2012-10-24,95.7
3767,2012-10-23,95.6
3768,2012-10-22,95.5
3769,2012-10-20,95.45
3770,2012-10-19,95.45
3771,2012-10-18,95.5
3772,2012-10-17,95.5
3773,2012-10-16,95.35
3774,2012-10-15,95.4
3775,2012-10-13,95.5
3776,2012-10-12,95.58
3777,2012-10-11,95.6
3778,2012-10-10,95.53
3779,2012-10-09,95.6
3780,2012-10-08,95.5
3781,2012-10-06,95.52
3782,2012-10-05,95.52
3783,2012-10-04,95.45
3784,2012-10-03,95.25
3785,2012-10-02,95.0
3786,2012-10-01,94.95
3787,2012-09-29,94.9
3788,2012-09-28,94.9
3789,2012-09-27,94.9
3790,2012-09-26,94.8
3791,2012-09-25,94.6
3792,2012-09-24,94.65
3793,2012-09-22,94.65
3794,2012-09-21,94.65
3795,2012-09-20,94.5
3796,2012-09-19,94.55
3797,2012-09-18,94.5
3798,2012-09-17,94.6
3799,2012-09-15,94.65
3800,2012-09-14,94.52
3801,2012-09-13,94.65
3802,2012-09-12,94.565
3803,2012-09-11,94.7
3804,2012-09-10,94.75
3805,2012-09-08,94.75
3806,2012-09-07,94.75
3807,2012-09-06,94.7
3808,2012-09-05,94.75
3809,2012-09-04,94.85
3810,2012-09-03,94.72
3811,2012-09-01,94.55
3812,2012-08-31,94.55
3813,2012-08-30,94.57
3814,2012-08-29,94.75
3815,2012-08-28,94.88
3816,2012-08-27,94.95
3817,2012-08-25,94.95
3818,2012-08-24,94.95
3819,2012-08-23,94.75
3820,2012-08-22,94.45
3821,2012-08-21,94.45
3822,2012-08-20,94.42
3823,2012-08-18,94.52
3824,2012-08-17,94.52
3825,2012-08-16,94.5
3826,2012-08-15,94.5
3827,2012-08-14,94.5
3828,2012-08-13,94.5
3829,2012-08-11,94.1
3830,2012-08-10,94.1
3831,2012-08-09,94.1
3832,2012-08-08,94.3
3833,2012-08-07,94.3
3834,2012-08-06,94.2
3835,2012-08-04,94.7
3836,2012-08-03,94.7
3837,2012-08-02,94.7
3838,2012-08-01,94.7
3839,2012-07-31,94.6
3840,2012-07-30,94.55
3841,2012-07-28,94.6
3842,2012-07-27,94.6
3843,2012-07-26,94.35
3844,2012-07-25,94.4
3845,2012-07-24,94.42
3846,2012-07-23,94.42
3847,2012-07-21,94.42
3848,2012-07-20,94.4
3849,2012-07-19,94.42
3850,2012-07-18,94.43
3851,2012-07-17,94.55
3852,2012-07-16,94.4
3853,2012-07-14,94.4
3854,2012-07-13,94.4
3855,2012-07-12,94.42
3856,2012-07-11,94.45
3857,2012-07-10,94.49
3858,2012-07-09,94.2
3859,2012-07-07,94.1
3860,2012-07-06,94.1
3861,2012-07-05,94.3
3862,2012-07-04,94.62
3863,2012-07-03,94.71
3864,2012-07-02,94.69
3865,2012-06-30,94.58
3866,2012-06-29,94.65
3867,2012-06-28,94.51
3868,2012-06-27,94.65
3869,2012-06-26,94.46
3870,2012-06-25,94.46
3871,2012-06-23,94.5
3872,2012-06-22,94.5
3873,2012-06-21,94.42
3874,2012-06-20,94.3
3875,2012-06-19,93.93
3876,2012-06-18,94.05
3877,2012-06-16,94.2
3878,2012-06-15,94.2
3879,2012-06-14,94.27
3880,2012-06-13,94.39
3881,2012-06-12,94.49
3882,2012-06-11,94.35
3883,2012-06-09,94.35
3884,2012-06-08,94.35
3885,2012-06-07,94.15
3886,2012-06-06,94.2
3887,2012-06-05,93.9
3888,2012-06-04,93.9
3889,2012-06-02,93.72
3890,2012-06-01,93.75
3891,2012-05-31,93.65
3892,2012-05-30,93.53
3893,2012-05-29,92.9
3894,2012-05-28,92.165
3895,2012-05-26,91.8
3896,2012-05-25,91.8
3897,2012-05-24,92.0
3898,2012-05-23,92.05
3899,2012-05-22,91.31
3900,2012-05-21,91.3
3901,2012-05-19,90.95
3902,2012-05-18,90.95
3903,2012-05-17,90.95
3904,2012-05-16,90.9
3905,2012-05-15,90.9
3906,2012-05-14,90.9
3907,2012-05-12,90.98
3908,2012-05-11,90.98
3909,2012-05-10,90.95
3910,2012-05-09,90.9
3911,2012-05-08,90.9
3912,2012-05-07,90.82
3913,2012-05-05,90.8
3914,2012-05-04,90.8
3915,2012-05-03,90.8
3916,2012-05-02,91.0
3917,2012-05-01,91.1
3918,2012-04-30,91.1
3919,2012-04-28,90.95
3920,2012-04-27,90.95
3921,2012-04-26,90.9
3922,2012-04-25,90.87
3923,2012-04-24,90.95
3924,2012-04-23,90.9
3925,2012-04-21,90.8
3926,2012-04-20,90.8
3927,2012-04-19,90.8
3928,2012-04-18,90.8
3929,2012-04-17,90.78
3930,2012-04-16,90.8
3931,2012-04-14,90.6
3932,2012-04-13,90.6
3933,2012-04-12,90.75
3934,2012-04-11,90.75
3935,2012-04-10,90.75
3936,2012-04-09,90.7
3937,2012-04-07,90.6
3938,2012-04-06,90.6
3939,2012-04-05,90.55
3940,2012-04-04,90.4
3941,2012-04-03,90.5
3942,2012-04-02,90.72
3943,2012-03-31,90.62
3944,2012-03-30,90.62
3945,2012-03-29,90.75
3946,2012-03-28,90.65
3947,2012-03-27,90.63
3948,2012-03-26,90.85
3949,2012-03-24,90.87
3950,2012-03-23,90.87
3951,2012-03-22,90.88
3952,2012-03-21,90.8
3953,2012-03-20,90.8
3954,2012-03-19,90.65
3955,2012-03-17,90.6
3956,2012-03-16,90.6
3957,2012-03-15,90.8
3958,2012-03-14,90.7
3959,2012-03-13,90.8
3960,2012-03-12,90.7
3961,2012-03-10,90.75
3962,2012-03-09,90.75
3963,2012-03-08,90.9
3964,2012-03-07,90.975
3965,2012-03-06,90.95
3966,2012-03-05,90.95
3967,2012-03-03,91.05
3968,2012-03-02,91.05
3969,2012-03-01,91.0
3970,2012-02-29,91.02
3971,2012-02-28,91.0
3972,2012-02-27,90.9
3973,2012-02-25,90.95
3974,2012-02-24,90.9
3975,2012-02-23,90.85
3976,2012-02-22,90.85
3977,2012-02-21,90.92
3978,2012-02-20,90.8
3979,2012-02-18,90.85
3980,2012-02-17,90.8
3981,2012-02-16,90.75
3982,2012-02-15,90.75
3983,2012-02-14,90.65
3984,2012-02-13,90.9
3985,2012-02-11,90.75
3986,2012-02-10,90.65
3987,2012-02-09,90.8
3988,2012-02-08,90.7
3989,2012-02-07,90.6
3990,2012-02-06,90.6
3991,2012-02-04,90.5
3992,2012-02-03,90.5
3993,2012-02-02,90.45
3994,2012-02-01,90.45
3995,2012-01-31,90.4
3996,2012-01-30,90.45
3997,2012-01-28,90.2
3998,2012-01-27,90.2
3999,2012-01-26,90.28
4000,2012-01-25,90.27
4001,2012-01-24,90.25
4002,2012-01-23,90.25
4003,2012-01-21,90.25
4004,2012-01-20,90.25
4005,2012-01-19,90.05
4006,2012-01-18,90.3
4007,2012-01-17,90.5
4008,2012-01-16,90.2
4009,2012-01-14,90.3
4010,2012-01-13,90.3
4011,2012-01-12,90.2
4012,2012-01-11,90.05
4013,2012-01-10,89.875
4014,2012-01-09,90.08
4015,2012-01-07,90.7
4016,2012-01-06,90.7
4017,2012-01-05,90.45
4018,2012-01-04,90.3
4019,2012-01-03,90.16
4020,2012-01-02,89.87
4021,2011-12-31,89.88
4022,2011-12-30,89.88
4023,2011-12-29,89.85
4024,2011-12-28,89.85
4025,2011-12-27,89.95
4026,2011-12-26,89.48
4027,2011-12-24,89.3
4028,2011-12-23,89.3
4029,2011-12-22,89.45
4030,2011-12-21,89.95
4031,2011-12-20,90.0
4032,2011-12-19,89.85
4033,2011-12-17,89.7
4034,2011-12-16,89.7
4035,2011-12-15,89.65
4036,2011-12-14,89.6
4037,2011-12-13,89.2
4038,2011-12-12,89.2
4039,2011-12-10,89.05
4040,2011-12-09,89.05
4041,2011-12-08,89.0
4042,2011-12-07,89.35
4043,2011-12-06,89.55
4044,2011-12-05,89.45
4045,2011-12-03,89.45
4046,2011-12-02,89.45
4047,2011-12-01,88.82
4048,2011-11-30,88.75
4049,2011-11-29,88.4
4050,2011-11-28,88.05
4051,2011-11-26,87.85
4052,2011-11-25,88.02
4053,2011-11-24,87.73
4054,2011-11-23,87.55
4055,2011-11-22,87.55
4056,2011-11-21,87.3
4057,2011-11-19,87.22
4058,2011-11-18,87.22
4059,2011-11-17,86.95
4060,2011-11-16,87.05
4061,2011-11-15,86.9
4062,2011-11-14,86.72
4063,2011-11-12,86.73
4064,2011-11-11,86.73
4065,2011-11-10,86.7
4066,2011-11-09,86.35
4067,2011-11-08,86.35
4068,2011-11-07,86.35
4069,2011-11-05,86.35
4070,2011-11-04,86.35
4071,2011-11-03,86.22
4072,2011-11-02,86.2
4073,2011-11-01,86.1
4074,2011-10-31,86.55
4075,2011-10-29,86.7
4076,2011-10-28,86.7
4077,2011-10-27,86.83
4078,2011-10-26,86.9
4079,2011-10-25,86.88
4080,2011-10-24,86.8
4081,2011-10-22,86.9
4082,2011-10-21,86.9
4083,2011-10-20,86.8
4084,2011-10-19,86.75
4085,2011-10-18,86.75
4086,2011-10-17,86.65
4087,2011-10-15,86.65
4088,2011-10-14,86.65
4089,2011-10-13,86.95
4090,2011-10-12,87.25
4091,2011-10-11,87.45
4092,2011-10-10,87.55
4093,2011-10-08,87.405
4094,2011-10-07,87.42
4095,2011-10-06,87.27
4096,2011-10-05,87.3
4097,2011-10-04,87.4
4098,2011-10-03,87.5
4099,2011-10-01,87.45
4100,2011-09-30,87.5
4101,2011-09-29,87.55
4102,2011-09-28,87.5
4103,2011-09-27,87.45
4104,2011-09-26,87.52
4105,2011-09-24,87.605
4106,2011-09-23,87.6
4107,2011-09-22,87.6
4108,2011-09-21,87.8
4109,2011-09-20,87.8
4110,2011-09-19,87.72
4111,2011-09-17,87.76
4112,2011-09-16,87.85
4113,2011-09-15,87.65
4114,2011-09-14,87.7
4115,2011-09-13,87.5
4116,2011-09-12,87.55
4117,2011-09-10,87.5
4118,2011-09-09,87.5
4119,2011-09-08,87.5
4120,2011-09-07,87.55
4121,2011-09-06,87.5
4122,2011-09-05,87.32
4123,2011-09-03,87.32
4124,2011-09-02,87.32
4125,2011-09-01,87.32
4126,2011-08-31,87.32
4127,2011-08-30,87.32
4128,2011-08-29,87.4
4129,2011-08-27,87.16
4130,2011-08-26,86.95
4131,2011-08-25,86.85
4132,2011-08-24,86.82
4133,2011-08-23,87.0
4134,2011-08-22,87.1
4135,2011-08-20,86.97
4136,2011-08-19,86.95
4137,2011-08-18,86.9
4138,2011-08-17,86.75
4139,2011-08-16,86.65
4140,2011-08-15,86.7
4141,2011-08-13,86.635
4142,2011-08-12,86.48
4143,2011-08-11,86.4
4144,2011-08-10,86.4
4145,2011-08-09,86.5
4146,2011-08-08,86.46
4147,2011-08-06,86.615
4148,2011-08-05,86.3
4149,2011-08-04,86.3
4150,2011-08-03,86.62
4151,2011-08-02,86.8
4152,2011-08-01,86.8
4153,2011-07-30,86.57
4154,2011-07-29,86.65
4155,2011-07-28,86.5
4156,2011-07-27,86.75
4157,2011-07-26,86.45
4158,2011-07-25,86.42
4159,2011-07-23,86.18
4160,2011-07-22,86.2
4161,2011-07-21,86.2
4162,2011-07-20,86.25
4163,2011-07-19,86.2
4164,2011-07-18,86.2
4165,2011-07-16,86.075
4166,2011-07-15,86.15
4167,2011-07-14,86.05
4168,2011-07-13,85.9
4169,2011-07-12,85.88
4170,2011-07-11,86.0
4171,2011-07-09,85.915
4172,2011-07-08,86.02
4173,2011-07-07,85.93
4174,2011-07-06,85.9
4175,2011-07-05,85.98
4176,2011-07-04,86.0
4177,2011-07-02,85.925
4178,2011-07-01,86.05
4179,2011-06-30,86.05
4180,2011-06-29,86.15
4181,2011-06-28,86.1
4182,2011-06-27,86.05
4183,2011-06-25,85.925
4184,2011-06-24,85.98
4185,2011-06-23,85.8
4186,2011-06-22,85.7
4187,2011-06-21,85.75
4188,2011-06-20,85.85
4189,2011-06-18,85.855
4190,2011-06-17,85.95
4191,2011-06-16,85.9
4192,2011-06-15,85.9
4193,2011-06-14,85.85
4194,2011-06-13,85.75
4195,2011-06-11,85.7
4196,2011-06-10,85.7
4197,2011-06-09,85.7
4198,2011-06-08,85.95
4199,2011-06-07,86.05
4200,2011-06-06,86.0
4201,2011-06-04,85.97
4202,2011-06-03,85.9
4203,2011-06-02,86.02
4204,2011-06-01,86.05
4205,2011-05-31,86.05
4206,2011-05-30,85.9
4207,2011-05-28,85.86
4208,2011-05-27,85.75
4209,2011-05-26,85.65
4210,2011-05-25,85.73
4211,2011-05-24,85.65
4212,2011-05-23,85.85
4213,2011-05-21,86.36
4214,2011-05-20,86.3
4215,2011-05-19,85.85
4216,2011-05-18,85.55
4217,2011-05-17,85.55
4218,2011-05-16,85.45
4219,2011-05-14,85.275
4220,2011-05-13,85.25
4221,2011-05-12,84.9
4222,2011-05-11,85.02
4223,2011-05-10,84.88
4224,2011-05-09,84.85
4225,2011-05-07,85.175
4226,2011-05-06,84.7
4227,2011-05-05,84.55
4228,2011-05-04,84.75
4229,2011-05-03,84.37
4230,2011-05-02,84.62
4231,2011-04-30,84.725
4232,2011-04-29,84.8
4233,2011-04-28,84.8
4234,2011-04-27,84.4
4235,2011-04-26,84.75
4236,2011-04-25,84.6
4237,2011-04-23,84.255
4238,2011-04-22,84.32
4239,2011-04-21,84.45
4240,2011-04-20,84.52
4241,2011-04-19,84.6
4242,2011-04-18,84.35
4243,2011-04-16,84.35
4244,2011-04-15,84.2
4245,2011-04-14,84.3
4246,2011-04-13,84.25
4247,2011-04-12,84.52
4248,2011-04-11,84.7
4249,2011-04-09,84.99
4250,2011-04-08,84.95
4251,2011-04-07,84.75
4252,2011-04-06,85.15
4253,2011-04-05,85.35
4254,2011-04-04,85.2
4255,2011-04-02,85.405
4256,2011-04-01,85.3
4257,2011-03-31,85.4
4258,2011-03-30,85.2
4259,2011-03-29,85.35
4260,2011-03-28,85.38
4261,2011-03-26,85.285
4262,2011-03-25,84.9
4263,2011-03-24,85.2
4264,2011-03-23,85.3
4265,2011-03-22,85.4
4266,2011-03-21,85.55
4267,2011-03-19,85.465
4268,2011-03-18,85.45
4269,2011-03-17,85.4
4270,2011-03-16,85.35
4271,2011-03-15,85.5
4272,2011-03-14,85.55
4273,2011-03-12,85.475
4274,2011-03-11,85.15
4275,2011-03-10,85.4
4276,2011-03-09,85.4
4277,2011-03-08,85.02
4278,2011-03-07,85.35
4279,2011-03-05,85.415
4280,2011-03-04,85.55
4281,2011-03-03,85.65
4282,2011-03-02,85.67
4283,2011-03-01,85.55
4284,2011-02-28,85.75
4285,2011-02-26,85.675
4286,2011-02-25,85.65
4287,2011-02-24,85.45
4288,2011-02-23,85.25
4289,2011-02-22,85.45
4290,2011-02-21,85.55
4291,2011-02-19,85.43
4292,2011-02-18,85.5
4293,2011-02-17,85.35
4294,2011-02-16,85.25
4295,2011-02-15,85.35
4296,2011-02-14,85.15
4297,2011-02-11,84.9
4298,2011-02-10,84.95
4299,2011-02-09,85.05
4300,2011-02-08,85.35
4301,2011-02-07,85.55
4302,2011-02-04,85.6
4303,2011-02-03,85.6
4304,2011-02-02,85.5
4305,2011-02-01,85.6
4306,2011-01-31,85.7
4307,2011-01-28,85.6
4308,2011-01-27,85.9
4309,2011-01-26,85.9
4310,2011-01-25,85.9
4311,2011-01-24,85.9
4312,2011-01-21,85.9
4313,2011-01-20,85.75
4314,2011-01-19,85.75
4315,2011-01-18,85.85
4316,2011-01-17,85.65
4317,2011-01-14,85.6
4318,2011-01-13,85.7
4319,2011-01-12,85.7
4320,2011-01-11,85.7
4321,2011-01-10,85.8
4322,2011-01-07,85.8
4323,2011-01-06,85.8
4324,2011-01-05,85.8
4325,2011-01-04,85.75
4326,2011-01-03,85.75
4327,2010-12-31,85.7
4328,2010-12-30,85.75
4329,2010-12-29,85.9
4330,2010-12-28,85.7
4331,2010-12-27,85.85
4332,2010-12-24,85.75
4333,2010-12-23,85.75
4334,2010-12-22,85.82
4335,2010-12-21,85.8
4336,2010-12-20,85.8
4337,2010-12-17,85.8
4338,2010-12-16,85.8
4339,2010-12-15,85.8
4340,2010-12-14,85.8
4341,2010-12-13,85.85
4342,2010-12-10,85.9
4343,2010-12-09,85.65
4344,2010-12-08,85.75
4345,2010-12-07,85.7
4346,2010-12-06,85.9
4347,2010-12-03,85.85
4348,2010-12-02,85.9
4349,2010-12-01,85.7
4350,2010-11-30,85.8
4351,2010-11-29,85.85
4352,2010-11-26,85.85
4353,2010-11-25,85.65
4354,2010-11-24,85.6
4355,2010-11-23,85.52
4356,2010-11-22,85.6
4357,2010-11-19,85.4
4358,2010-11-18,85.35
4359,2010-11-17,85.4
4360,2010-11-16,85.65
4361,2010-11-15,85.5
4362,2010-11-12,85.7
4363,2010-11-11,85.45
4364,2010-11-10,85.5
4365,2010-11-09,85.4
4366,2010-11-08,85.4
4367,2010-11-05,85.35
4368,2010-11-04,85.65
4369,2010-11-03,85.75
4370,2010-11-02,85.7
4371,2010-11-01,85.95
4372,2010-10-29,85.92
4373,2010-10-28,85.9
4374,2010-10-27,85.95
4375,2010-10-26,85.65
4376,2010-10-25,85.9
4377,2010-10-22,85.95
4378,2010-10-21,86.05
4379,2010-10-20,86.05
4380,2010-10-19,86.0
4381,2010-10-18,86.1
4382,2010-10-15,85.9
4383,2010-10-14,85.95
4384,2010-10-13,86.05
4385,2010-10-12,86.1
4386,2010-10-11,86.25
4387,2010-10-08,86.05
4388,2010-10-07,85.85
4389,2010-10-06,86.05
4390,2010-10-05,86.2
4391,2010-10-04,86.3
4392,2010-10-01,86.3
4393,2010-09-30,86.35
4394,2010-09-29,86.3
4395,2010-09-28,86.25
4396,2010-09-27,86.15
4397,2010-09-24,86.12
4398,2010-09-23,86.0
4399,2010-09-22,85.9
4400,2010-09-21,86.0
4401,2010-09-20,85.85
4402,2010-09-17,85.6
4403,2010-09-16,85.82
4404,2010-09-15,85.75
4405,2010-09-14,85.85
4406,2010-09-13,85.65
4407,2010-09-10,85.61
4408,2010-09-09,85.75
4409,2010-09-08,85.7
4410,2010-09-07,86.05
4411,2010-09-06,85.9
4412,2010-09-03,85.75
4413,2010-09-02,85.55
4414,2010-09-01,85.5
4415,2010-08-31,85.5
4416,2010-08-30,85.5
4417,2010-08-27,85.65
4418,2010-08-26,85.4
4419,2010-08-25,85.65
4420,2010-08-24,85.65
4421,2010-08-23,85.65
4422,2010-08-20,85.7
4423,2010-08-19,85.7
4424,2010-08-18,85.7
4425,2010-08-17,85.7
4426,2010-08-16,85.7
4427,2010-08-13,85.65
4428,2010-08-12,85.8
4429,2010-08-11,85.8
4430,2010-08-10,85.8
4431,2010-08-09,85.75
4432,2010-08-06,85.75
4433,2010-08-05,85.75
4434,2010-08-04,85.75
4435,2010-08-03,85.75
4436,2010-08-02,85.8
4437,2010-07-30,85.3
4438,2010-07-29,85.7
4439,2010-07-28,85.65
4440,2010-07-27,85.6
4441,2010-07-26,85.65
4442,2010-07-23,85.4
4443,2010-07-22,85.55
4444,2010-07-21,85.6
4445,2010-07-20,85.6
4446,2010-07-19,85.42
4447,2010-07-16,85.8
4448,2010-07-15,85.6
4449,2010-07-14,85.6
4450,2010-07-13,85.8
4451,2010-07-12,85.85
4452,2010-07-09,85.85
4453,2010-07-08,85.7
4454,2010-07-07,85.7
4455,2010-07-06,85.65
4456,2010-07-05,85.55
4457,2010-07-02,85.5
4458,2010-07-01,85.6
4459,2010-06-30,85.6
4460,2010-06-29,85.5
4461,2010-06-28,85.45
4462,2010-06-25,85.4
4463,2010-06-24,85.35
4464,2010-06-23,85.4
4465,2010-06-22,85.5
4466,2010-06-21,85.4
4467,2010-06-18,85.55
4468,2010-06-17,85.5
4469,2010-06-16,85.25
4470,2010-06-15,85.45
4471,2010-06-14,85.5
4472,2010-06-11,85.3
4473,2010-06-10,85.3
4474,2010-06-09,85.3
4475,2010-06-08,85.4
4476,2010-06-07,85.5
4477,2010-06-04,85.15
4478,2010-06-03,85.25
4479,2010-06-02,85.45
4480,2010-06-01,85.5
4481,2010-05-31,85.2
4482,2010-05-28,85.2
4483,2010-05-27,85.1
4484,2010-05-26,85.35
4485,2010-05-25,84.75
4486,2010-05-24,84.55
4487,2010-05-21,84.6
4488,2010-05-20,84.35
4489,2010-05-19,84.45
4490,2010-05-18,84.55
4491,2010-05-17,84.5
4492,2010-05-14,84.35
4493,2010-05-13,84.25
4494,2010-05-12,84.2
4495,2010-05-11,83.9
4496,2010-05-10,84.22
4497,2010-05-07,84.35
4498,2010-05-06,84.3
4499,2010-05-05,84.2
4500,2010-05-04,84.15
4501,2010-05-03,83.95
4502,2010-04-30,84.0
4503,2010-04-29,84.05
4504,2010-04-28,83.95
4505,2010-04-27,84.05
4506,2010-04-26,84.0
4507,2010-04-23,84.25
4508,2010-04-22,83.95
4509,2010-04-21,83.95
4510,2010-04-20,84.2
4511,2010-04-19,84.05
4512,2010-04-16,84.05
4513,2010-04-15,84.1
4514,2010-04-14,83.9
4515,2010-04-13,83.85
4516,2010-04-12,84.0
4517,2010-04-09,84.05
4518,2010-04-08,83.75
4519,2010-04-07,83.55
